19-12-2025 08:27:21,192.168.0.1,0.98,3.93,1.99
19-12-2025 08:27:21,8.8.8.8,18.47,30.68,20.44
19-12-2025 08:27:21,192.168.0.97,1.66,203.25,16.3
19-12-2025 08:27:21,192.168.0.163,2.02,298.24,23.5
19-12-2025 08:27:21,192.168.0.237,2.78,15.58,4.56
20-12-2025 07:17:48,192.168.0.1,0.0,15.99,4.33
20-12-2025 07:17:48,8.8.8.8,12.76,24.84,20.3
20-12-2025 07:21:04,192.168.0.1,0.0,11.38,3.53
20-12-2025 07:21:04,8.8.8.8,74.6,110.56,100.13
20-12-2025 07:21:49,192.168.0.1,0.0,12.7,2.87
20-12-2025 07:21:49,8.8.8.8,0,112.91,69.56
20-12-2025 07:26:37,192.168.0.1,0.0,17.65,3.19
20-12-2025 07:26:37,8.8.8.8,25.39,114.78,91.4
20-12-2025 07:26:37,192.168.0.237,0.0,205.67,16.5
20-12-2025 07:26:37,192.168.0.122,0.0,402.68,230.62
20-12-2025 08:53:13,192.168.0.1,2.06,7.22,3.42
20-12-2025 08:53:13,8.8.8.8,46.39,104.88,98.48
20-12-2025 08:53:13,192.168.0.163,5.08,510.04,286.45
20-12-2025 08:53:13,192.168.0.237,3.7,197.78,17.22
20-12-2025 08:53:13,192.168.0.122,4.37,344.62,27.93
23-12-2025 05:33:59,192.168.0.1,1.5,44.03,6.46
23-12-2025 05:33:59,8.8.8.8,18.65,22.12,19.7
23-12-2025 05:33:59,192.168.0.97,1.39,43.01,5.19
23-12-2025 05:33:59,192.168.0.163,0,261.05,22.2
23-12-2025 05:33:59,192.168.0.122,2.99,105.98,11.15
23-12-2025 05:48:15,192.168.0.1,1.81,4.66,3.45
23-12-2025 05:48:15,8.8.8.8,19.0,22.21,19.71
23-12-2025 05:48:15,192.168.0.97,3.17,223.07,19.91
23-12-2025 05:48:15,192.168.0.163,2.78,292.82,41.31
23-12-2025 05:48:15,192.168.0.122,2.46,252.77,21.01
23-12-2025 05:49:06,192.168.0.1,1.63,4.18,2.4
23-12-2025 05:49:06,8.8.8.8,0,19.95,17.53
23-12-2025 05:49:06,192.168.0.97,2.91,91.99,10.57
23-12-2025 05:49:06,192.168.0.163,2.24,163.12,14.83
23-12-2025 05:49:06,192.168.0.122,3.23,116.19,11.6
23-12-2025 06:01:36,192.168.0.1,1.73,4.56,2.87
23-12-2025 06:01:36,8.8.8.8,18.11,21.45,19.77
23-12-2025 06:01:36,192.168.0.97,3.59,58.36,8.07
23-12-2025 06:01:36,192.168.0.163,3.61,61.43,8.57
23-12-2025 06:01:36,192.168.0.122,3.36,316.5,26.68
23-12-2025 06:24:16,192.168.0.1,1.81,5.07,2.82
23-12-2025 06:24:16,8.8.8.8,18.22,20.4,19.26
23-12-2025 06:24:16,192.168.0.97,3.35,68.43,11.18
23-12-2025 06:24:16,192.168.0.163,3.87,307.08,25.79
23-12-2025 06:24:16,192.168.0.122,3.34,323.97,25.86
23-12-2025 06:26:01,192.168.0.1,1.63,3.74,2.64
23-12-2025 06:26:01,8.8.8.8,18.12,21.64,19.85
23-12-2025 06:26:01,192.168.0.97,2.24,230.86,20.69
23-12-2025 06:26:01,192.168.0.163,4.36,153.74,15.0
23-12-2025 06:26:01,192.168.0.122,4.64,128.67,14.36
23-12-2025 06:28:00,192.168.0.1,1.28,3.93,2.26
23-12-2025 06:28:00,8.8.8.8,18.1,19.44,18.76
23-12-2025 06:28:00,192.168.0.97,2.41,259.1,21.78
23-12-2025 06:28:00,192.168.0.163,2.73,102.13,10.46
23-12-2025 06:28:00,192.168.0.122,3.54,104.69,12.19
23-12-2025 06:29:25,192.168.0.1,1.99,5.54,3.43
23-12-2025 06:29:25,8.8.8.8,18.18,20.91,19.65
23-12-2025 06:29:25,192.168.0.97,2.74,8.66,4.09
23-12-2025 06:29:25,192.168.0.163,4.01,268.31,38.59
23-12-2025 06:29:25,192.168.0.122,2.97,312.89,25.83
23-12-2025 06:36:40,192.168.0.1,1.35,3.45,2.75
23-12-2025 06:36:40,8.8.8.8,17.46,23.78,18.97
23-12-2025 06:36:40,192.168.0.97,2.45,332.47,25.42
23-12-2025 06:36:40,192.168.0.163,3.17,326.76,25.54
23-12-2025 06:36:40,192.168.0.122,2.21,223.92,17.8
23-12-2025 06:47:05,192.168.0.1,2.52,5.71,3.79
23-12-2025 06:47:05,8.8.8.8,18.94,20.61,19.96
23-12-2025 06:47:05,192.168.0.97,3.26,287.34,22.93
23-12-2025 06:47:05,192.168.0.163,3.67,323.41,25.89
23-12-2025 06:47:05,192.168.0.122,4.89,116.25,13.25
23-12-2025 07:06:55,192.168.0.1,2.14,4.47,3.5
23-12-2025 07:06:55,8.8.8.8,19.0,25.61,20.65
23-12-2025 07:06:55,192.168.0.97,2.97,211.31,19.03
23-12-2025 07:06:55,192.168.0.163,2.39,79.87,8.99
23-12-2025 07:06:55,192.168.0.122,3.13,219.46,19.07
23-12-2025 07:07:29,192.168.0.1,1.68,3.63,2.66
23-12-2025 07:07:29,8.8.8.8,18.19,21.37,19.74
23-12-2025 07:07:29,192.168.0.97,3.03,232.76,19.67
23-12-2025 07:07:29,192.168.0.163,2.54,105.35,11.65
23-12-2025 07:07:29,192.168.0.122,3.99,188.07,17.3
23-12-2025 07:08:15,192.168.0.1,1.82,8.98,3.41
23-12-2025 07:08:15,8.8.8.8,18.13,20.43,19.64
23-12-2025 07:08:15,192.168.0.97,3.14,226.45,19.16
23-12-2025 07:08:15,192.168.0.163,3.46,316.46,26.07
23-12-2025 07:08:15,192.168.0.122,3.22,202.59,17.41
23-12-2025 07:09:46,192.168.0.1,2.39,4.9,3.62
23-12-2025 07:09:46,8.8.8.8,18.68,20.98,19.62
23-12-2025 07:09:46,192.168.0.97,2.59,208.15,18.21
23-12-2025 07:09:46,192.168.0.163,3.07,118.5,12.49
23-12-2025 07:09:46,192.168.0.122,4.09,196.61,19.95
23-12-2025 07:14:20,192.168.0.1,1.39,5.17,2.38
23-12-2025 07:14:20,8.8.8.8,18.8,21.42,19.79
23-12-2025 07:14:20,192.168.0.97,2.88,334.71,28.4
23-12-2025 07:14:20,192.168.0.163,2.4,195.54,17.76
23-12-2025 07:14:20,192.168.0.122,3.67,186.78,16.82
23-12-2025 07:14:31,192.168.0.1,1.44,6.07,2.96
23-12-2025 07:14:31,8.8.8.8,17.28,19.82,18.32
23-12-2025 07:14:31,192.168.0.97,2.83,144.93,12.98
23-12-2025 07:14:31,192.168.0.163,2.76,341.94,26.77
23-12-2025 07:14:31,192.168.0.122,4.2,302.65,25.77
23-12-2025 07:20:21,192.168.0.1,2.15,3.89,3.04
23-12-2025 07:20:21,8.8.8.8,18.78,28.43,20.13
23-12-2025 07:20:21,192.168.0.97,2.77,29.09,6.68
23-12-2025 07:20:21,192.168.0.163,3.23,285.88,23.0
23-12-2025 07:20:21,192.168.0.122,2.97,113.75,11.92
23-12-2025 07:20:44,192.168.0.1,1.41,3.6,2.33
23-12-2025 07:20:44,8.8.8.8,18.66,23.64,20.32
23-12-2025 07:20:44,192.168.0.97,2.25,98.88,9.63
23-12-2025 07:20:44,192.168.0.163,2.4,248.1,20.67
23-12-2025 07:20:44,192.168.0.122,3.66,114.69,13.85
23-12-2025 07:24:00,192.168.0.1,2.09,4.06,2.99
23-12-2025 07:24:00,8.8.8.8,18.56,20.89,19.39
23-12-2025 07:24:00,192.168.0.97,2.42,337.58,25.85
23-12-2025 07:24:00,192.168.0.163,2.42,525.92,40.23
23-12-2025 07:24:00,192.168.0.122,2.76,186.34,18.45
23-12-2025 07:42:17,192.168.0.1,1.78,8.74,3.96
23-12-2025 07:42:17,8.8.8.8,18.82,21.13,19.81
23-12-2025 07:42:17,192.168.0.97,3.42,197.13,17.46
23-12-2025 07:42:17,192.168.0.163,3.1,229.42,19.54
23-12-2025 07:42:17,192.168.0.122,5.24,297.25,26.5
23-12-2025 07:42:38,192.168.0.1,1.48,5.27,2.77
23-12-2025 07:42:38,8.8.8.8,18.78,21.49,19.9
23-12-2025 07:42:38,192.168.0.97,2.26,300.86,23.37
23-12-2025 07:42:38,192.168.0.163,2.21,353.05,28.01
23-12-2025 07:42:38,192.168.0.122,4.72,206.08,18.83
23-12-2025 07:48:21,192.168.0.1,1.58,3.31,2.32
23-12-2025 07:48:21,8.8.8.8,18.78,20.61,19.72
23-12-2025 07:48:21,192.168.0.97,2.21,122.04,12.37
23-12-2025 07:48:21,192.168.0.163,3.47,315.62,25.37
23-12-2025 07:48:21,192.168.0.122,2.74,106.67,11.21
23-12-2025 07:48:52,192.168.0.1,1.17,4.79,2.51
23-12-2025 07:48:52,8.8.8.8,18.0,20.4,19.01
23-12-2025 07:48:52,192.168.0.97,2.59,340.97,26.22
23-12-2025 07:48:52,192.168.0.163,2.86,331.42,27.0
23-12-2025 07:48:52,192.168.0.122,3.52,91.42,10.84
